Date,Spot,Index
06-Sep-13,2037.15,Infra
06-Sep-13,8216.5,IT
06-Sep-13,10776.8,Nifty Next 50
06-Sep-13,1529.85,Media
06-Sep-13,2019.15,Metal
06-Sep-13,6767.55,Mid Cap
06-Sep-13,1821.9,Mid Cap 50
06-Sep-13,5680.4,Nifty
06-Sep-13,5543.35,Nifty 100
06-Sep-13,2793.65,Nifty 200
06-Sep-13,4319.4,Nifty 500
06-Sep-13,6874.95,Nifty EQW
06-Sep-13,7381.47,Nifty TRI
06-Sep-13,7103.8,Pharma
06-Sep-13,155.2,Realty
06-Sep-13,2697.1,Small Cap
06-Sep-13,28.65,VIX
06-Sep-13,1139.4399,Nifty 10 year G-Sec Index
13-Sep-13,4662.05,Auto
13-Sep-13,10180.45,Bank
13-Sep-13,7746.1,Energy
13-Sep-13,4364.55,Finance
13-Sep-13,17306.4,FMCG
13-Sep-13,27.6985,GoldBees
13-Sep-13,2169.6,Infra
13-Sep-13,8172.65,IT
13-Sep-13,11088.45,Nifty Next 50
13-Sep-13,1561.95,Media
13-Sep-13,2101.7,Metal
13-Sep-13,6996.95,Mid Cap
13-Sep-13,1877.1,Mid Cap 50
13-Sep-13,5850.6,Nifty
13-Sep-13,5708.6,Nifty 100
13-Sep-13,2880.7,Nifty 200
13-Sep-13,4450.45,Nifty 500
13-Sep-13,7141.36,Nifty EQW
13-Sep-13,7602.85,Nifty TRI
13-Sep-13,7287.9,Pharma
13-Sep-13,169.8,Realty
13-Sep-13,2814.55,Small Cap
13-Sep-13,28.29,VIX
13-Sep-13,1152.11,Nifty 10 year G-Sec Index
20-Sep-13,4773.45,Auto
20-Sep-13,10686.8,Bank
20-Sep-13,7924.45,Energy
20-Sep-13,4521.95,Finance
20-Sep-13,18149.7,FMCG
20-Sep-13,28.1365,GoldBees
20-Sep-13,2229.55,Infra
20-Sep-13,8132.8,IT
20-Sep-13,11425.7,Nifty Next 50
20-Sep-13,1575.5,Media
20-Sep-13,2142.25,Metal
20-Sep-13,7085.35,Mid Cap
20-Sep-13,1931.9,Mid Cap 50
20-Sep-13,6012.1,Nifty
20-Sep-13,5868.55,Nifty 100
20-Sep-13,2956.9,Nifty 200
20-Sep-13,4560.1,Nifty 500
20-Sep-13,7293.62,Nifty EQW
20-Sep-13,7814.61,Nifty TRI
20-Sep-13,7260.7,Pharma
20-Sep-13,164.75,Realty
20-Sep-13,2794.8,Small Cap
20-Sep-13,24.73,VIX
20-Sep-13,1147.17,Nifty 10 year G-Sec Index
27-Sep-13,4748.75,Auto
27-Sep-13,9899.75,Bank
27-Sep-13,7630.15,Energy
27-Sep-13,4251.8,Finance
27-Sep-13,17872.8,FMCG
27-Sep-13,28.012,GoldBees
27-Sep-13,2187.05,Infra
27-Sep-13,8166.55,IT
27-Sep-13,11357.85,Nifty Next 50
27-Sep-13,1625.1,Media
27-Sep-13,2122.35,Metal
27-Sep-13,7052.5,Mid Cap
27-Sep-13,1910.55,Mid Cap 50
27-Sep-13,5833.2,Nifty
27-Sep-13,5714.5,Nifty 100
27-Sep-13,2884.2,Nifty 200
27-Sep-13,4455.95,Nifty 500
27-Sep-13,7087.7,Nifty EQW
27-Sep-13,7582.1,Nifty TRI
27-Sep-13,7364.6,Pharma
27-Sep-13,153.45,Realty
27-Sep-13,2769.95,Small Cap
27-Sep-13,24.06,VIX
27-Sep-13,1139.16,Nifty 10 year G-Sec Index
04-Oct-13,4887.6,Auto
04-Oct-13,10197.15,Bank
04-Oct-13,7633.65,Energy
04-Oct-13,4357.05,Finance
04-Oct-13,17572.75,FMCG
04-Oct-13,27.8895,GoldBees
04-Oct-13,2185.4,Infra
04-Oct-13,8352.35,IT
04-Oct-13,11535.1,Nifty Next 50
04-Oct-13,1657,Media
04-Oct-13,2160.55,Metal
04-Oct-13,7160.35,Mid Cap
04-Oct-13,1952.7,Mid Cap 50
04-Oct-13,5907.3,Nifty
04-Oct-13,5789.55,Nifty 100
04-Oct-13,2923.05,Nifty 200
04-Oct-13,4516.15,Nifty 500
04-Oct-13,7209.1,Nifty EQW
04-Oct-13,7678.38,Nifty TRI
04-Oct-13,7472.45,Pharma
04-Oct-13,159.75,Realty
04-Oct-13,2837.35,Small Cap
04-Oct-13,26.13,VIX
04-Oct-13,1148.26,Nifty 10 year G-Sec Index
11-Oct-13,5099.45,Auto
11-Oct-13,10622.15,Bank
11-Oct-13,7741.3,Energy
11-Oct-13,4491.65,Finance
11-Oct-13,17673.95,FMCG
11-Oct-13,28.0645,GoldBees
11-Oct-13,2271,Infra
11-Oct-13,8870.15,IT
11-Oct-13,11827.75,Nifty Next 50
11-Oct-13,1656.4,Media
11-Oct-13,2164.45,Metal
11-Oct-13,7323.55,Mid Cap
11-Oct-13,2003.5,Mid Cap 50
11-Oct-13,6096.2,Nifty
11-Oct-13,5968.95,Nifty 100
11-Oct-13,3011.85,Nifty 200
11-Oct-13,4651.8,Nifty 500
11-Oct-13,7421.72,Nifty EQW
11-Oct-13,7923.95,Nifty TRI
11-Oct-13,7642.05,Pharma
11-Oct-13,174.25,Realty
11-Oct-13,2970.05,Small Cap
11-Oct-13,23.59,VIX
11-Oct-13,1159.46,Nifty 10 year G-Sec Index
18-Oct-13,5091.95,Auto
18-Oct-13,10744.9,Bank
18-Oct-13,7969,Energy
18-Oct-13,4544.5,Finance
18-Oct-13,18091.4,FMCG
18-Oct-13,28.875,GoldBees
18-Oct-13,2300.65,Infra
18-Oct-13,8893.85,IT
18-Oct-13,11866.55,Nifty Next 50
18-Oct-13,1691.2,Media
18-Oct-13,2236.65,Metal
18-Oct-13,7344.45,Mid Cap
18-Oct-13,2022.25,Mid Cap 50
18-Oct-13,6189.35,Nifty
18-Oct-13,6049.3,Nifty 100
18-Oct-13,3049.35,Nifty 200
18-Oct-13,4706.9,Nifty 500
18-Oct-13,7512.14,Nifty EQW
18-Oct-13,8048,Nifty TRI
18-Oct-13,7632.2,Pharma
18-Oct-13,174.3,Realty
18-Oct-13,2981.4,Small Cap
18-Oct-13,20.12,VIX
18-Oct-13,1156.62,Nifty 10 year G-Sec Index
25-Oct-13,5039.35,Auto
25-Oct-13,10896.5,Bank
25-Oct-13,7880.3,Energy
25-Oct-13,4571.5,Finance
25-Oct-13,17723.95,FMCG
25-Oct-13,29.753,GoldBees
25-Oct-13,2317.05,Infra
25-Oct-13,8812.55,IT
25-Oct-13,11956.45,Nifty Next 50
25-Oct-13,1744.7,Media
25-Oct-13,2230.35,Metal
25-Oct-13,7366,Mid Cap
25-Oct-13,2027.35,Mid Cap 50
25-Oct-13,6144.9,Nifty
25-Oct-13,6019.2,Nifty 100
25-Oct-13,3037.1,Nifty 200
25-Oct-13,4693.4,Nifty 500
25-Oct-13,7477,Nifty EQW
25-Oct-13,7992.27,Nifty TRI
25-Oct-13,7473.2,Pharma
25-Oct-13,170,Realty
25-Oct-13,3018,Small Cap
25-Oct-13,20.42,VIX
25-Oct-13,1156.45,Nifty 10 year G-Sec Index
01-Nov-13,5228.85,Auto
01-Nov-13,11628.65,Bank
01-Nov-13,8029.35,Energy
01-Nov-13,4867.3,Finance
01-Nov-13,17385.8,FMCG
01-Nov-13,28.8095,GoldBees
01-Nov-13,2404.25,Infra
01-Nov-13,8799.55,IT
01-Nov-13,12291.8,Nifty Next 50
01-Nov-13,1780.9,Media
01-Nov-13,2311.6,Metal
01-Nov-13,7627.2,Mid Cap
01-Nov-13,2125.3,Mid Cap 50
01-Nov-13,6307.2,Nifty
01-Nov-13,6179.7,Nifty 100
01-Nov-13,3121.05,Nifty 200
01-Nov-13,4823,Nifty 500
01-Nov-13,7746.22,Nifty EQW
01-Nov-13,8204.56,Nifty TRI
01-Nov-13,7502.8,Pharma
01-Nov-13,176.9,Realty
01-Nov-13,3122.75,Small Cap
01-Nov-13,18.64,VIX
01-Nov-13,1149.21,Nifty 10 year G-Sec Index
08-Nov-13,5137.4,Auto
08-Nov-13,10913.15,Bank
08-Nov-13,7843.15,Energy
08-Nov-13,4587.5,Finance
08-Nov-13,16835.5,FMCG
08-Nov-13,28.71,GoldBees
08-Nov-13,2365.4,Infra
08-Nov-13,8956.9,IT
08-Nov-13,12079.9,Nifty Next 50
08-Nov-13,1738.4,Media
08-Nov-13,2320.05,Metal
08-Nov-13,7601,Mid Cap
08-Nov-13,2115.45,Mid Cap 50
08-Nov-13,6140.75,Nifty
08-Nov-13,6025.15,Nifty 100
08-Nov-13,3050.25,Nifty 200
08-Nov-13,4725.9,Nifty 500
08-Nov-13,7544.83,Nifty EQW
08-Nov-13,7989.31,Nifty TRI
08-Nov-13,7491.55,Pharma
08-Nov-13,172.65,Realty
08-Nov-13,3147,Small Cap
08-Nov-13,19.64,VIX
08-Nov-13,1130,Nifty 10 year G-Sec Index
14-Nov-13,5177.9,Auto
14-Nov-13,10811.2,Bank
14-Nov-13,7657.8,Energy
14-Nov-13,4544.4,Finance
14-Nov-13,16596.55,FMCG
14-Nov-13,28.9905,GoldBees
14-Nov-13,2320.4,Infra
14-Nov-13,8862,IT
14-Nov-13,12100.5,Nifty Next 50
14-Nov-13,1760.5,Media
14-Nov-13,2288.75,Metal
14-Nov-13,7516.35,Mid Cap
14-Nov-13,2097.55,Mid Cap 50
14-Nov-13,6056.15,Nifty
14-Nov-13,5956.25,Nifty 100
14-Nov-13,3014,Nifty 200
14-Nov-13,4670.1,Nifty 500
14-Nov-13,7427.74,Nifty EQW
14-Nov-13,7879.25,Nifty TRI
14-Nov-13,7461.5,Pharma
14-Nov-13,167.15,Realty
14-Nov-13,3092.7,Small Cap
14-Nov-13,19.26,VIX
14-Nov-13,1129.5,Nifty 10 year G-Sec Index
22-Nov-13,5071.6,Auto
22-Nov-13,10677.35,Bank
22-Nov-13,7651.95,Energy
22-Nov-13,4503.8,Finance
22-Nov-13,16414.8,FMCG
22-Nov-13,28.801,GoldBees
22-Nov-13,2326.1,Infra
22-Nov-13,8785.45,IT
22-Nov-13,11992.4,Nifty Next 50
22-Nov-13,1664.05,Media
22-Nov-13,2272.45,Metal
22-Nov-13,7449.4,Mid Cap
22-Nov-13,2084.25,Mid Cap 50
22-Nov-13,5995.45,Nifty
22-Nov-13,5897.55,Nifty 100
22-Nov-13,2986.5,Nifty 200
22-Nov-13,4632.45,Nifty 500
22-Nov-13,7359.51,Nifty EQW
22-Nov-13,7800.26,Nifty TRI
22-Nov-13,7293.2,Pharma
22-Nov-13,168.15,Realty
22-Nov-13,3094.5,Small Cap
22-Nov-13,20.04,VIX
22-Nov-13,1125.88,Nifty 10 year G-Sec Index
29-Nov-13,5283.15,Auto
29-Nov-13,11153.95,Bank
29-Nov-13,7799.05,Energy
29-Nov-13,4692.3,Finance
29-Nov-13,17004,FMCG
29-Nov-13,28.76,GoldBees
29-Nov-13,2427.6,Infra
29-Nov-13,8820.75,IT
29-Nov-13,12363.4,Nifty Next 50
29-Nov-13,1688.55,Media
29-Nov-13,2346,Metal
29-Nov-13,7682.4,Mid Cap
29-Nov-13,2177.9,Mid Cap 50
29-Nov-13,6176.1,Nifty
29-Nov-13,6075.95,Nifty 100
29-Nov-13,3075.9,Nifty 200
29-Nov-13,4770.1,Nifty 500
29-Nov-13,7619.35,Nifty EQW
29-Nov-13,8035.27,Nifty TRI
29-Nov-13,7351.8,Pharma
29-Nov-13,174.25,Realty
29-Nov-13,3183.9,Small Cap
29-Nov-13,21.38,VIX
29-Nov-13,1130.92,Nifty 10 year G-Sec Index
06-Dec-13,5273.5,Auto
06-Dec-13,11720.2,Bank
06-Dec-13,7928.3,Energy
06-Dec-13,4844.55,Finance
06-Dec-13,16505.45,FMCG
06-Dec-13,28.4595,GoldBees
06-Dec-13,2518.4,Infra
06-Dec-13,8827.8,IT
06-Dec-13,12440.2,Nifty Next 50
06-Dec-13,1722.3,Media
06-Dec-13,2427.75,Metal
06-Dec-13,7766.45,Mid Cap
06-Dec-13,2207.55,Mid Cap 50
06-Dec-13,6259.9,Nifty
06-Dec-13,6151.55,Nifty 100
06-Dec-13,3113.2,Nifty 200
06-Dec-13,4830.8,Nifty 500
06-Dec-13,7824.08,Nifty EQW
06-Dec-13,8144.32,Nifty TRI
06-Dec-13,7365.75,Pharma
06-Dec-13,175.35,Realty
06-Dec-13,3249.35,Small Cap
06-Dec-13,22.21,VIX
06-Dec-13,1124.37,Nifty 10 year G-Sec Index
13-Dec-13,5180.2,Auto
13-Dec-13,11366.9,Bank
13-Dec-13,7745.05,Energy
13-Dec-13,4723.35,Finance
13-Dec-13,16622.95,FMCG
13-Dec-13,28.1735,GoldBees
13-Dec-13,2405.85,Infra
13-Dec-13,8957.6,IT
13-Dec-13,12158.25,Nifty Next 50
13-Dec-13,1734.45,Media
13-Dec-13,2398.8,Metal
13-Dec-13,7605,Mid Cap
13-Dec-13,2152.85,Mid Cap 50
13-Dec-13,6168.4,Nifty
13-Dec-13,6054.1,Nifty 100
13-Dec-13,3065.15,Nifty 200
13-Dec-13,4756.05,Nifty 500
13-Dec-13,7623.36,Nifty EQW
13-Dec-13,8027.89,Nifty TRI
13-Dec-13,7276.9,Pharma
13-Dec-13,172.5,Realty
13-Dec-13,3161.15,Small Cap
13-Dec-13,17.84,VIX
13-Dec-13,1122,Nifty 10 year G-Sec Index
20-Dec-13,5320.55,Auto
20-Dec-13,11292.35,Bank
20-Dec-13,7926.3,Energy
20-Dec-13,4712,Finance
20-Dec-13,16750.7,FMCG
20-Dec-13,27.5915,GoldBees
20-Dec-13,2453.8,Infra
20-Dec-13,9488.25,IT
20-Dec-13,12678.2,Nifty Next 50
20-Dec-13,1787,Media
20-Dec-13,2435.15,Metal
20-Dec-13,7838.95,Mid Cap
20-Dec-13,2237.35,Mid Cap 50
20-Dec-13,6274.25,Nifty
20-Dec-13,6181.5,Nifty 100
20-Dec-13,3131.85,Nifty 200
20-Dec-13,4861.65,Nifty 500
20-Dec-13,7780.75,Nifty EQW
20-Dec-13,8166.18,Nifty TRI
20-Dec-13,7646.6,Pharma
20-Dec-13,180.85,Realty
20-Dec-13,3283.8,Small Cap
20-Dec-13,16.02,VIX
20-Dec-13,1132.21,Nifty 10 year G-Sec Index
27-Dec-13,5309.05,Auto
27-Dec-13,11459.7,Bank
27-Dec-13,7903.25,Energy
27-Dec-13,4749.15,Finance
27-Dec-13,16975.75,FMCG
27-Dec-13,27.4335,GoldBees
27-Dec-13,2479.4,Infra
27-Dec-13,9579.1,IT
27-Dec-13,12903.05,Nifty Next 50
27-Dec-13,1783.95,Media
27-Dec-13,2475.6,Metal
27-Dec-13,8034.85,Mid Cap
27-Dec-13,2297.45,Mid Cap 50
27-Dec-13,6313.8,Nifty
27-Dec-13,6231.35,Nifty 100
27-Dec-13,3161.95,Nifty 200
27-Dec-13,4914.7,Nifty 500
27-Dec-13,7860.55,Nifty EQW
27-Dec-13,8217.63,Nifty TRI
27-Dec-13,7661.2,Pharma
27-Dec-13,187.25,Realty
27-Dec-13,3393.35,Small Cap
27-Dec-13,14.66,VIX
27-Dec-13,1122.35,Nifty 10 year G-Sec Index
03-Jan-14,5194.9,Auto
03-Jan-14,11181.65,Bank
03-Jan-14,7689.55,Energy
03-Jan-14,4664.1,Finance
03-Jan-14,16768.4,FMCG
03-Jan-14,27.653,GoldBees
03-Jan-14,2389.8,Infra
03-Jan-14,9673.2,IT
03-Jan-14,12783.1,Nifty Next 50
03-Jan-14,1790,Media
03-Jan-14,2424,Metal
03-Jan-14,7964.65,Mid Cap
03-Jan-14,2271.5,Mid Cap 50
03-Jan-14,6211.15,Nifty
03-Jan-14,6136.85,Nifty 100
03-Jan-14,3117.7,Nifty 200
03-Jan-14,4850.65,Nifty 500
03-Jan-14,7718.23,Nifty EQW
03-Jan-14,8084.05,Nifty TRI
03-Jan-14,7663.1,Pharma
03-Jan-14,185.55,Realty
03-Jan-14,3409.05,Small Cap
03-Jan-14,15.87,VIX
03-Jan-14,1133.04,Nifty 10 year G-Sec Index
10-Jan-14,5165.65,Auto
10-Jan-14,10805.3,Bank
10-Jan-14,7669.35,Energy
10-Jan-14,4541.3,Finance
10-Jan-14,16969.7,FMCG
10-Jan-14,27.522,GoldBees
10-Jan-14,2309.5,Infra
10-Jan-14,9782.7,IT
10-Jan-14,12570.45,Nifty Next 50
10-Jan-14,1832.55,Media
10-Jan-14,2389.6,Metal
10-Jan-14,7814,Mid Cap
10-Jan-14,2216.3,Mid Cap 50
10-Jan-14,6171.45,Nifty
10-Jan-14,6087.75,Nifty 100
10-Jan-14,3092,Nifty 200
10-Jan-14,4813.95,Nifty 500
10-Jan-14,7602.88,Nifty EQW
10-Jan-14,8032.39,Nifty TRI
10-Jan-14,7880.35,Pharma
10-Jan-14,172.4,Realty
10-Jan-14,3373.55,Small Cap
10-Jan-14,15.58,VIX
10-Jan-14,1140.53,Nifty 10 year G-Sec Index
17-Jan-14,5197.85,Auto
17-Jan-14,10911.35,Bank
17-Jan-14,7822.5,Energy
17-Jan-14,4612.95,Finance
17-Jan-14,16923.85,FMCG
17-Jan-14,27.5655,GoldBees
17-Jan-14,2315.9,Infra
17-Jan-14,9884.35,IT
17-Jan-14,12337.2,Nifty Next 50
17-Jan-14,1759.9,Media
17-Jan-14,2404.75,Metal
17-Jan-14,7727.5,Mid Cap
17-Jan-14,2196.7,Mid Cap 50
17-Jan-14,6261.65,Nifty
17-Jan-14,6145.35,Nifty 100
17-Jan-14,3113.2,Nifty 200
17-Jan-14,4841.3,Nifty 500
17-Jan-14,7673.62,Nifty EQW
17-Jan-14,8149.77,Nifty TRI
17-Jan-14,7816.1,Pharma
17-Jan-14,169.7,Realty
17-Jan-14,3298.7,Small Cap
17-Jan-14,15.41,VIX
17-Jan-14,1152.11,Nifty 10 year G-Sec Index
24-Jan-14,5168.25,Auto
24-Jan-14,10982.4,Bank
24-Jan-14,7724.7,Energy
24-Jan-14,4639.55,Finance
24-Jan-14,16886.45,FMCG
24-Jan-14,27.6625,GoldBees
24-Jan-14,2309.95,Infra
24-Jan-14,10010.5,IT
24-Jan-14,12270.3,Nifty Next 50
24-Jan-14,1767.1,Media
24-Jan-14,2393.6,Metal
24-Jan-14,7660.45,Mid Cap
24-Jan-14,2183.75,Mid Cap 50
24-Jan-14,6266.75,Nifty
24-Jan-14,6144.55,Nifty 100
24-Jan-14,3111,Nifty 200
24-Jan-14,4836.7,Nifty 500
24-Jan-14,7612.48,Nifty EQW
24-Jan-14,8157.94,Nifty TRI
24-Jan-14,7811.95,Pharma
24-Jan-14,167.35,Realty
24-Jan-14,3287,Small Cap
24-Jan-14,15.83,VIX
24-Jan-14,1145.84,Nifty 10 year G-Sec Index
31-Jan-14,5009.85,Auto
31-Jan-14,10237.75,Bank
31-Jan-14,7516.3,Energy
31-Jan-14,4385.65,Finance
31-Jan-14,16861.2,FMCG
31-Jan-14,27.655,GoldBees
31-Jan-14,2256.65,Infra
31-Jan-14,9957.45,IT
31-Jan-14,11993.05,Nifty Next 50
31-Jan-14,1701.9,Media
31-Jan-14,2279.65,Metal
31-Jan-14,7540,Mid Cap
31-Jan-14,2131.2,Mid Cap 50
31-Jan-14,6089.5,Nifty
31-Jan-14,5976,Nifty 100
31-Jan-14,3027.4,Nifty 200
31-Jan-14,4709.15,Nifty 500
31-Jan-14,7396.77,Nifty EQW
31-Jan-14,7930.34,Nifty TRI
31-Jan-14,7701.2,Pharma
31-Jan-14,154.55,Realty
31-Jan-14,3188.2,Small Cap
31-Jan-14,16.82,VIX
31-Jan-14,1145.14,Nifty 10 year G-Sec Index
07-Feb-14,5092.05,Auto
07-Feb-14,10263.2,Bank
07-Feb-14,7491.2,Energy
07-Feb-14,4368.25,Finance
07-Feb-14,16852.75,FMCG
07-Feb-14,27.7485,GoldBees
07-Feb-14,2271.65,Infra
07-Feb-14,9648.4,IT
07-Feb-14,12048.2,Nifty Next 50
07-Feb-14,1731.3,Media
07-Feb-14,2317.45,Metal
07-Feb-14,7603.8,Mid Cap
07-Feb-14,2143.9,Mid Cap 50
07-Feb-14,6063.2,Nifty
07-Feb-14,5958.25,Nifty 100
07-Feb-14,3021.1,Nifty 200
07-Feb-14,4701.7,Nifty 500
07-Feb-14,7438.56,Nifty EQW
07-Feb-14,7896.41,Nifty TRI
07-Feb-14,7872,Pharma
07-Feb-14,153.7,Realty
07-Feb-14,3196.35,Small Cap
07-Feb-14,18.55,VIX
07-Feb-14,1149.54,Nifty 10 year G-Sec Index
14-Feb-14,5198.9,Auto
14-Feb-14,10203.75,Bank
14-Feb-14,7501,Energy
14-Feb-14,4335.5,Finance
14-Feb-14,16575.35,FMCG
14-Feb-14,28.1015,GoldBees
14-Feb-14,2234.55,Infra
14-Feb-14,9855.45,IT
14-Feb-14,11814.5,Nifty Next 50
14-Feb-14,1662.15,Media
14-Feb-14,2254.9,Metal
14-Feb-14,7503.9,Mid Cap
14-Feb-14,2092.9,Mid Cap 50
14-Feb-14,6048.35,Nifty
14-Feb-14,5928.35,Nifty 100
14-Feb-14,3006.2,Nifty 200
14-Feb-14,4677.8,Nifty 500
14-Feb-14,7335.38,Nifty EQW
14-Feb-14,7878.87,Nifty TRI
14-Feb-14,7725.7,Pharma
14-Feb-14,154.65,Realty
14-Feb-14,3151.3,Small Cap
14-Feb-14,16.66,VIX
14-Feb-14,1146.13,Nifty 10 year G-Sec Index
21-Feb-14,5285.75,Auto
21-Feb-14,10554.35,Bank
21-Feb-14,7490.75,Energy
21-Feb-14,4492.7,Finance
21-Feb-14,16556.35,FMCG
21-Feb-14,28.441,GoldBees
21-Feb-14,2286.55,Infra
21-Feb-14,10101.05,IT
21-Feb-14,12033.25,Nifty Next 50
21-Feb-14,1707.05,Media
21-Feb-14,2235.95,Metal
21-Feb-14,7663.7,Mid Cap
21-Feb-14,2141.2,Mid Cap 50
21-Feb-14,6155.45,Nifty
21-Feb-14,6034,Nifty 100
21-Feb-14,3060.2,Nifty 200
21-Feb-14,4762.75,Nifty 500
21-Feb-14,7447.04,Nifty EQW
21-Feb-14,8019.69,Nifty TRI
21-Feb-14,7903.3,Pharma
21-Feb-14,154.4,Realty
21-Feb-14,3231,Small Cap
21-Feb-14,14.04,VIX
21-Feb-14,1149.01,Nifty 10 year G-Sec Index
28-Feb-14,5467.25,Auto
28-Feb-14,10764.7,Bank
28-Feb-14,7424.15,Energy
28-Feb-14,4580.65,Finance
28-Feb-14,16845.7,FMCG
28-Feb-14,28.5025,GoldBees
28-Feb-14,2309.8,Infra
28-Feb-14,10338.55,IT
28-Feb-14,12180,Nifty Next 50
28-Feb-14,1714.1,Media
28-Feb-14,2163.65,Metal
28-Feb-14,7805.25,Mid Cap
28-Feb-14,2168.5,Mid Cap 50
28-Feb-14,6276.95,Nifty
28-Feb-14,6146.3,Nifty 100
28-Feb-14,3117.85,Nifty 200
28-Feb-14,4849.5,Nifty 500
28-Feb-14,7572.4,Nifty EQW
28-Feb-14,8178.01,Nifty TRI
28-Feb-14,8276.5,Pharma
28-Feb-14,154.05,Realty
28-Feb-14,3276.6,Small Cap
28-Feb-14,14.1775,VIX
28-Feb-14,1146.11,Nifty 10 year G-Sec Index
07-Mar-14,5530.3,Auto
07-Mar-14,11884.75,Bank
07-Mar-14,7942.15,Energy
07-Mar-14,4950.05,Finance
07-Mar-14,17190.55,FMCG
07-Mar-14,28.215,GoldBees
07-Mar-14,2462.95,Infra
07-Mar-14,10054.9,IT
07-Mar-14,12628.4,Nifty Next 50
07-Mar-14,1771.3,Media
07-Mar-14,2334,Metal
07-Mar-14,8126.15,Mid Cap
07-Mar-14,2278,Mid Cap 50
07-Mar-14,6526.65,Nifty
07-Mar-14,6388.1,Nifty 100
07-Mar-14,3238.4,Nifty 200
07-Mar-14,5033.85,Nifty 500
07-Mar-14,7960.25,Nifty EQW
07-Mar-14,8504.22,Nifty TRI
07-Mar-14,7897.85,Pharma
07-Mar-14,174.8,Realty
07-Mar-14,3427.15,Small Cap
07-Mar-14,16.72,VIX
07-Mar-14,1152.27,Nifty 10 year G-Sec Index
14-Mar-14,5555.6,Auto
14-Mar-14,12055.85,Bank
14-Mar-14,8050.45,Energy
14-Mar-14,5023.3,Finance
14-Mar-14,17416,FMCG
14-Mar-14,28.3665,GoldBees
14-Mar-14,2499.75,Infra
14-Mar-14,9439.05,IT
14-Mar-14,12534.15,Nifty Next 50
14-Mar-14,1765.25,Media
14-Mar-14,2229.35,Metal
14-Mar-14,8054.1,Mid Cap
14-Mar-14,2265.2,Mid Cap 50
14-Mar-14,6504.2,Nifty
14-Mar-14,6362.3,Nifty 100
14-Mar-14,3224.8,Nifty 200
14-Mar-14,5011.55,Nifty 500
14-Mar-14,7957.9,Nifty EQW
14-Mar-14,8476.35,Nifty TRI
14-Mar-14,7767.2,Pharma
14-Mar-14,178.55,Realty
14-Mar-14,3394.15,Small Cap
14-Mar-14,16.4475,VIX
14-Mar-14,1155.63,Nifty 10 year G-Sec Index
22-Mar-14,5557.2,Auto
22-Mar-14,12075.8,Bank
22-Mar-14,7948.6,Energy
22-Mar-14,5002.85,Finance
22-Mar-14,17996.7,FMCG
22-Mar-14,27.591,GoldBees
22-Mar-14,2478.4,Infra
22-Mar-14,9377.75,IT
22-Mar-14,12822.5,Nifty Next 50
22-Mar-14,1830.75,Media
22-Mar-14,2299.5,Metal
22-Mar-14,8176.75,Mid Cap
22-Mar-14,2308.8,Mid Cap 50
22-Mar-14,6494.9,Nifty
22-Mar-14,6376.2,Nifty 100
22-Mar-14,3235.95,Nifty 200
22-Mar-14,5037.5,Nifty 500
22-Mar-14,7975.98,Nifty EQW
22-Mar-14,8464.28,Nifty TRI
22-Mar-14,7836.5,Pharma
22-Mar-14,175.75,Realty
22-Mar-14,3488.85,Small Cap
22-Mar-14,15.875,VIX
22-Mar-14,1157.28,Nifty 10 year G-Sec Index
28-Mar-14,5738.8,Auto
28-Mar-14,12754.7,Bank
28-Mar-14,8336.25,Energy
28-Mar-14,5264.35,Finance
28-Mar-14,18191.1,FMCG
28-Mar-14,26.861,GoldBees
28-Mar-14,2636.3,Infra
28-Mar-14,9275.35,IT
28-Mar-14,13297.95,Nifty Next 50
28-Mar-14,1781.5,Media
28-Mar-14,2429.45,Metal
28-Mar-14,8515.15,Mid Cap
28-Mar-14,2433.6,Mid Cap 50
28-Mar-14,6695.9,Nifty
28-Mar-14,6578.3,Nifty 100
28-Mar-14,3341.3,Nifty 200
28-Mar-14,5202.15,Nifty 500
28-Mar-14,8343.33,Nifty EQW
28-Mar-14,8729.05,Nifty TRI
28-Mar-14,7632.3,Pharma
28-Mar-14,183.8,Realty
28-Mar-14,3631.35,Small Cap
28-Mar-14,18.63,VIX
28-Mar-14,1158.64,Nifty 10 year G-Sec Index
04-Apr-14,5811.05,Auto
04-Apr-14,12551.7,Bank
04-Apr-14,8403.2,Energy
04-Apr-14,5214.5,Finance
04-Apr-14,17824.5,FMCG
04-Apr-14,26.6405,GoldBees
04-Apr-14,2612.9,Infra
04-Apr-14,9389.4,IT
04-Apr-14,13487.15,Nifty Next 50
04-Apr-14,1828.9,Media
04-Apr-14,2529,Metal
04-Apr-14,8640.85,Mid Cap
04-Apr-14,2490.45,Mid Cap 50
04-Apr-14,6694.35,Nifty
04-Apr-14,6589.95,Nifty 100
04-Apr-14,3354.8,Nifty 200
04-Apr-14,5234.5,Nifty 500
04-Apr-14,8357.79,Nifty EQW
04-Apr-14,8727.03,Nifty TRI
04-Apr-14,7843.25,Pharma
04-Apr-14,196.9,Realty
04-Apr-14,3836.8,Small Cap
04-Apr-14,22.6875,VIX
04-Apr-14,1141.65,Nifty 10 year G-Sec Index
11-Apr-14,5887.6,Auto
11-Apr-14,12840.2,Bank
11-Apr-14,8497.65,Energy
11-Apr-14,5345.95,Finance
11-Apr-14,17817.6,FMCG
11-Apr-14,27.0665,GoldBees
11-Apr-14,2690.85,Infra
