Date,Spot,Index
04-Nov-16,6080.55,Small Cap
04-Nov-16,16.85,VIX
04-Nov-16,1551.7,Nifty 10 year G-Sec Index
11-Nov-16,9308.3,Auto
11-Nov-16,19738.8,Bank
11-Nov-16,9807.45,Energy
11-Nov-16,7861.8,Finance
11-Nov-16,20825.9,FMCG
11-Nov-16,27.5415,GoldBees
11-Nov-16,2741.75,Infra
11-Nov-16,9434.6,IT
11-Nov-16,22033.45,Nifty Next 50
11-Nov-16,2737.55,Media
11-Nov-16,2810.65,Metal
11-Nov-16,14854.7,Mid Cap
11-Nov-16,3790.55,Mid Cap 50
11-Nov-16,8296.3,Nifty
11-Nov-16,8518.45,Nifty 100
11-Nov-16,4434.5,Nifty 200
11-Nov-16,7126.5,Nifty 500
11-Nov-16,10431.39,Nifty EQW
11-Nov-16,11189.3,Nifty TRI
11-Nov-16,10901.25,Pharma
11-Nov-16,168.35,Realty
11-Nov-16,5932,Small Cap
11-Nov-16,17.37,VIX
11-Nov-16,1567.74,Nifty 10 year G-Sec Index
18-Nov-16,8983.85,Auto
18-Nov-16,18959.05,Bank
18-Nov-16,9797.25,Energy
18-Nov-16,7602.8,Finance
18-Nov-16,19959.9,FMCG
18-Nov-16,26.482,GoldBees
18-Nov-16,2718.2,Infra
18-Nov-16,9476.45,IT
18-Nov-16,21332.05,Nifty Next 50
18-Nov-16,2585.15,Media
18-Nov-16,2626,Metal
18-Nov-16,14363,Mid Cap
18-Nov-16,3650.25,Mid Cap 50
18-Nov-16,8074.1,Nifty
18-Nov-16,8283.3,Nifty 100
18-Nov-16,4308.2,Nifty 200
18-Nov-16,6908.5,Nifty 500
18-Nov-16,10179.75,Nifty EQW
18-Nov-16,10889.64,Nifty TRI
18-Nov-16,10751.45,Pharma
18-Nov-16,162.3,Realty
18-Nov-16,5661.05,Small Cap
18-Nov-16,17.81,VIX
18-Nov-16,1598.6,Nifty 10 year G-Sec Index
25-Nov-16,8780.4,Auto
25-Nov-16,18507.3,Bank
25-Nov-16,9806.45,Energy
25-Nov-16,7507.6,Finance
25-Nov-16,20157.15,FMCG
25-Nov-16,26.343,GoldBees
25-Nov-16,2707.05,Infra
25-Nov-16,10114.9,IT
25-Nov-16,21747.8,Nifty Next 50
25-Nov-16,2562.35,Media
25-Nov-16,2757.45,Metal
25-Nov-16,14529.75,Mid Cap
25-Nov-16,3639.05,Mid Cap 50
25-Nov-16,8114.3,Nifty
25-Nov-16,8344.05,Nifty 100
25-Nov-16,4340.55,Nifty 200
25-Nov-16,6960.75,Nifty 500
25-Nov-16,10250.62,Nifty EQW
25-Nov-16,10943.99,Nifty TRI
25-Nov-16,11085,Pharma
25-Nov-16,163.45,Realty
25-Nov-16,5694.6,Small Cap
25-Nov-16,17.61,VIX
25-Nov-16,1625.13,Nifty 10 year G-Sec Index
02-Dec-16,8888.7,Auto
02-Dec-16,18247.65,Bank
02-Dec-16,9804.5,Energy
02-Dec-16,7433.35,Finance
02-Dec-16,20179.85,FMCG
02-Dec-16,25.94,GoldBees
02-Dec-16,2737.8,Infra
02-Dec-16,9922.75,IT
02-Dec-16,21683.2,Nifty Next 50
02-Dec-16,2554.2,Media
02-Dec-16,2717.6,Metal
02-Dec-16,14514.85,Mid Cap
02-Dec-16,3634.5,Mid Cap 50
02-Dec-16,8086.8,Nifty
02-Dec-16,8316.35,Nifty 100
02-Dec-16,4327.25,Nifty 200
02-Dec-16,6947.3,Nifty 500
02-Dec-16,10278.39,Nifty EQW
02-Dec-16,10906.86,Nifty TRI
02-Dec-16,11038.05,Pharma
02-Dec-16,162.7,Realty
02-Dec-16,5743.15,Small Cap
02-Dec-16,17.93,VIX
02-Dec-16,1625.67,Nifty 10 year G-Sec Index
09-Dec-16,9252.3,Auto
09-Dec-16,18695.8,Bank
09-Dec-16,10111.95,Energy
09-Dec-16,7585.95,Finance
09-Dec-16,20622.4,FMCG
09-Dec-16,25.734,GoldBees
09-Dec-16,2780,Infra
09-Dec-16,9997.5,IT
09-Dec-16,22237.75,Nifty Next 50
09-Dec-16,2653.2,Media
09-Dec-16,2865.25,Metal
09-Dec-16,14931.4,Mid Cap
09-Dec-16,3784.45,Mid Cap 50
09-Dec-16,8261.75,Nifty
09-Dec-16,8501.7,Nifty 100
09-Dec-16,4426.75,Nifty 200
09-Dec-16,7101.15,Nifty 500
09-Dec-16,10503.63,Nifty EQW
09-Dec-16,11142.82,Nifty TRI
09-Dec-16,10929.45,Pharma
09-Dec-16,169.65,Realty
09-Dec-16,5913.35,Small Cap
09-Dec-16,15.07,VIX
09-Dec-16,1604.17,Nifty 10 year G-Sec Index
16-Dec-16,9153.5,Auto
16-Dec-16,18312.8,Bank
16-Dec-16,10080.65,Energy
16-Dec-16,7450.25,Finance
16-Dec-16,19982.6,FMCG
16-Dec-16,25.008,GoldBees
16-Dec-16,2736.05,Infra
16-Dec-16,10222.95,IT
16-Dec-16,21593.4,Nifty Next 50
16-Dec-16,2570.1,Media
16-Dec-16,2742.8,Metal
16-Dec-16,14620.2,Mid Cap
16-Dec-16,3708.55,Mid Cap 50
16-Dec-16,8139.45,Nifty
16-Dec-16,8355.75,Nifty 100
16-Dec-16,4349.65,Nifty 200
16-Dec-16,6976.5,Nifty 500
16-Dec-16,10249.65,Nifty EQW
16-Dec-16,10977.91,Nifty TRI
16-Dec-16,10646.5,Pharma
16-Dec-16,167.7,Realty
16-Dec-16,5820.85,Small Cap
16-Dec-16,15.25,VIX
16-Dec-16,1601.26,Nifty 10 year G-Sec Index
23-Dec-16,8987.25,Auto
23-Dec-16,17884,Bank
23-Dec-16,10062.1,Energy
23-Dec-16,7251.3,Finance
23-Dec-16,19592.85,FMCG
23-Dec-16,24.863,GoldBees
23-Dec-16,2669.5,Infra
23-Dec-16,10071.05,IT
23-Dec-16,20798.35,Nifty Next 50
23-Dec-16,2545.9,Media
23-Dec-16,2623.1,Metal
23-Dec-16,14077.6,Mid Cap
23-Dec-16,3599.4,Mid Cap 50
23-Dec-16,7985.75,Nifty
23-Dec-16,8173.25,Nifty 100
23-Dec-16,4250.5,Nifty 200
23-Dec-16,6814.9,Nifty 500
23-Dec-16,10009.57,Nifty EQW
23-Dec-16,10770.6,Nifty TRI
23-Dec-16,10156.65,Pharma
23-Dec-16,164.65,Realty
23-Dec-16,5629.2,Small Cap
23-Dec-16,15.13,VIX
23-Dec-16,1599.83,Nifty 10 year G-Sec Index
30-Dec-16,9141.75,Auto
30-Dec-16,18177.2,Bank
30-Dec-16,10271.55,Energy
30-Dec-16,7407.05,Finance
30-Dec-16,20754.1,FMCG
30-Dec-16,25.646,GoldBees
30-Dec-16,2712.25,Infra
30-Dec-16,10399.25,IT
30-Dec-16,21389.7,Nifty Next 50
30-Dec-16,2610.75,Media
30-Dec-16,2652.5,Metal
30-Dec-16,14351.45,Mid Cap
30-Dec-16,3662.3,Mid Cap 50
30-Dec-16,8185.8,Nifty
30-Dec-16,8382.5,Nifty 100
30-Dec-16,4357.3,Nifty 200
30-Dec-16,6982.8,Nifty 500
30-Dec-16,10243.61,Nifty EQW
30-Dec-16,11040.41,Nifty TRI
30-Dec-16,10267,Pharma
30-Dec-16,165.35,Realty
30-Dec-16,5780.85,Small Cap
30-Dec-16,15.47,VIX
30-Dec-16,1602.66,Nifty 10 year G-Sec Index
06-Jan-17,9506.65,Auto
06-Jan-17,18264,Bank
06-Jan-17,10468.55,Energy
06-Jan-17,7368.35,Finance
06-Jan-17,20867.1,FMCG
06-Jan-17,25.984,GoldBees
06-Jan-17,2796.4,Infra
06-Jan-17,10110.4,IT
06-Jan-17,22024.45,Nifty Next 50
06-Jan-17,2683.6,Media
06-Jan-17,2797.85,Metal
06-Jan-17,14854.2,Mid Cap
06-Jan-17,3766.7,Mid Cap 50
06-Jan-17,8243.8,Nifty
06-Jan-17,8472.7,Nifty 100
06-Jan-17,4411.65,Nifty 200
06-Jan-17,7083.1,Nifty 500
06-Jan-17,10423.85,Nifty EQW
06-Jan-17,11118.62,Nifty TRI
06-Jan-17,10472.7,Pharma
06-Jan-17,177.75,Realty
06-Jan-17,6063.25,Small Cap
06-Jan-17,14.91,VIX
06-Jan-17,1618.09,Nifty 10 year G-Sec Index
13-Jan-17,9600.7,Auto
13-Jan-17,18912.1,Bank
13-Jan-17,10656.6,Energy
13-Jan-17,7577.4,Finance
13-Jan-17,21232.95,FMCG
13-Jan-17,26.4505,GoldBees
13-Jan-17,2869.95,Infra
13-Jan-17,10263.5,IT
13-Jan-17,22647.65,Nifty Next 50
13-Jan-17,2748.2,Media
13-Jan-17,2952.3,Metal
13-Jan-17,15178.65,Mid Cap
13-Jan-17,3837.7,Mid Cap 50
13-Jan-17,8400.35,Nifty
13-Jan-17,8646.7,Nifty 100
13-Jan-17,4501.7,Nifty 200
13-Jan-17,7228.3,Nifty 500
13-Jan-17,10593.33,Nifty EQW
13-Jan-17,11329.78,Nifty TRI
13-Jan-17,10445.1,Pharma
13-Jan-17,178.8,Realty
13-Jan-17,6248.95,Small Cap
13-Jan-17,14.38,VIX
13-Jan-17,1617.8,Nifty 10 year G-Sec Index
20-Jan-17,9601,Auto
20-Jan-17,18820.8,Bank
20-Jan-17,10407.1,Energy
20-Jan-17,7505.5,Finance
20-Jan-17,21641.05,FMCG
20-Jan-17,26.688,GoldBees
20-Jan-17,2841.1,Infra
20-Jan-17,10132.65,IT
20-Jan-17,22646.05,Nifty Next 50
20-Jan-17,2705.05,Media
20-Jan-17,2933.1,Metal
20-Jan-17,15117.15,Mid Cap
20-Jan-17,3814.05,Mid Cap 50
20-Jan-17,8349.35,Nifty
20-Jan-17,8602.9,Nifty 100
20-Jan-17,4482.55,Nifty 200
20-Jan-17,7202.75,Nifty 500
20-Jan-17,10560.65,Nifty EQW
20-Jan-17,11260.99,Nifty TRI
20-Jan-17,10307.85,Pharma
20-Jan-17,177.35,Realty
20-Jan-17,6195.35,Small Cap
20-Jan-17,15.79,VIX
20-Jan-17,1612.49,Nifty 10 year G-Sec Index
27-Jan-17,10014.85,Auto
27-Jan-17,19708.3,Bank
27-Jan-17,10735.45,Energy
27-Jan-17,7980.5,Finance
27-Jan-17,21798.2,FMCG
27-Jan-17,26.215,GoldBees
27-Jan-17,2930.2,Infra
27-Jan-17,10181.85,IT
27-Jan-17,23520.3,Nifty Next 50
27-Jan-17,2812.2,Media
27-Jan-17,3109.65,Metal
27-Jan-17,15641.35,Mid Cap
27-Jan-17,3946.2,Mid Cap 50
27-Jan-17,8641.25,Nifty
27-Jan-17,8908.9,Nifty 100
27-Jan-17,4641.1,Nifty 200
27-Jan-17,7455.15,Nifty 500
27-Jan-17,10981.59,Nifty EQW
27-Jan-17,11656,Nifty TRI
27-Jan-17,10367.2,Pharma
27-Jan-17,181.4,Realty
27-Jan-17,6395.5,Small Cap
27-Jan-17,16.01,VIX
27-Jan-17,1621.61,Nifty 10 year G-Sec Index
03-Feb-17,9975.1,Auto
03-Feb-17,20196.8,Bank
03-Feb-17,10708.1,Energy
03-Feb-17,8146.1,Finance
03-Feb-17,22645.15,FMCG
03-Feb-17,26.444,GoldBees
03-Feb-17,2989.25,Infra
03-Feb-17,10025.8,IT
03-Feb-17,23943.15,Nifty Next 50
03-Feb-17,2907.85,Media
03-Feb-17,3128.7,Metal
03-Feb-17,16035.2,Mid Cap
03-Feb-17,4061.65,Mid Cap 50
03-Feb-17,8740.95,Nifty
03-Feb-17,9021.35,Nifty 100
03-Feb-17,4706,Nifty 200
03-Feb-17,7569.9,Nifty 500
03-Feb-17,11133.39,Nifty EQW
03-Feb-17,11793.62,Nifty TRI
03-Feb-17,10555,Pharma
03-Feb-17,190.4,Realty
03-Feb-17,6576.75,Small Cap
03-Feb-17,13.13,VIX
03-Feb-17,1623.6801,Nifty 10 year G-Sec Index
10-Feb-17,9987.3,Auto
10-Feb-17,20213.9,Bank
10-Feb-17,10676.75,Energy
10-Feb-17,8141.2,Finance
10-Feb-17,22709.3,FMCG
10-Feb-17,26.531,GoldBees
10-Feb-17,3038.85,Infra
10-Feb-17,10387.85,IT
10-Feb-17,24201.85,Nifty Next 50
10-Feb-17,3010.9,Media
10-Feb-17,3075.45,Metal
10-Feb-17,16227.7,Mid Cap
10-Feb-17,4119.7,Mid Cap 50
10-Feb-17,8793.55,Nifty
10-Feb-17,9082.95,Nifty 100
10-Feb-17,4742.75,Nifty 200
10-Feb-17,7631.25,Nifty 500
10-Feb-17,11237.85,Nifty EQW
10-Feb-17,11866.82,Nifty TRI
10-Feb-17,10438.1,Pharma
10-Feb-17,196.05,Realty
10-Feb-17,6641.15,Small Cap
10-Feb-17,13.18,VIX
10-Feb-17,1585.54,Nifty 10 year G-Sec Index
17-Feb-17,9683.6,Auto
17-Feb-17,20551.35,Bank
17-Feb-17,10846.2,Energy
17-Feb-17,8281.55,Finance
17-Feb-17,22445.8,FMCG
17-Feb-17,26.864,GoldBees
17-Feb-17,3011,Infra
17-Feb-17,10527.2,IT
17-Feb-17,24250.8,Nifty Next 50
17-Feb-17,2991.35,Media
17-Feb-17,3053.6,Metal
17-Feb-17,16169.3,Mid Cap
17-Feb-17,4094.3,Mid Cap 50
17-Feb-17,8821.7,Nifty
17-Feb-17,9110.2,Nifty 100
17-Feb-17,4753.95,Nifty 200
17-Feb-17,7638,Nifty 500
17-Feb-17,11185.14,Nifty EQW
17-Feb-17,11908.56,Nifty TRI
17-Feb-17,10624.4,Pharma
17-Feb-17,189.25,Realty
17-Feb-17,6560.15,Small Cap
17-Feb-17,13.43,VIX
17-Feb-17,1579.54,Nifty 10 year G-Sec Index
23-Feb-17,9761.75,Auto
23-Feb-17,20876.65,Bank
23-Feb-17,11311.15,Energy
23-Feb-17,8383.2,Finance
23-Feb-17,22434.75,FMCG
23-Feb-17,26.8665,GoldBees
23-Feb-17,3013.35,Infra
23-Feb-17,10689.65,IT
23-Feb-17,24376.85,Nifty Next 50
23-Feb-17,2995.05,Media
23-Feb-17,3120.25,Metal
23-Feb-17,16357.65,Mid Cap
23-Feb-17,4150.75,Mid Cap 50
23-Feb-17,8939.5,Nifty
23-Feb-17,9219.25,Nifty 100
23-Feb-17,4811.85,Nifty 200
23-Feb-17,7729.65,Nifty 500
23-Feb-17,11310.89,Nifty EQW
23-Feb-17,12067.61,Nifty TRI
23-Feb-17,10561.6,Pharma
23-Feb-17,194.5,Realty
23-Feb-17,6614.5,Small Cap
23-Feb-17,13.4,VIX
23-Feb-17,1574.92,Nifty 10 year G-Sec Index
03-Mar-17,9680.5,Auto
03-Mar-17,20495.6,Bank
03-Mar-17,11305.05,Energy
03-Mar-17,8252.85,Finance
03-Mar-17,22280.7,FMCG
03-Mar-17,26.6185,GoldBees
03-Mar-17,2965.55,Infra
03-Mar-17,10806.2,IT
03-Mar-17,24091.2,Nifty Next 50
03-Mar-17,2980.65,Media
03-Mar-17,3187.1,Metal
03-Mar-17,16364.05,Mid Cap
03-Mar-17,4150.5,Mid Cap 50
03-Mar-17,8897.55,Nifty
03-Mar-17,9165.05,Nifty 100
03-Mar-17,4785.2,Nifty 200
03-Mar-17,7696.2,Nifty 500
03-Mar-17,11207.72,Nifty EQW
03-Mar-17,12014.7,Nifty TRI
03-Mar-17,10614.05,Pharma
03-Mar-17,198.2,Realty
03-Mar-17,6648.75,Small Cap
03-Mar-17,13.35,VIX
03-Mar-17,1591.9301,Nifty 10 year G-Sec Index
10-Mar-17,9779.25,Auto
10-Mar-17,20727.55,Bank
10-Mar-17,11350.95,Energy
10-Mar-17,8320.65,Finance
10-Mar-17,22341.75,FMCG
10-Mar-17,26.113,GoldBees
10-Mar-17,2987.35,Infra
10-Mar-17,10749.85,IT
10-Mar-17,24042.35,Nifty Next 50
10-Mar-17,3056.3,Media
10-Mar-17,3034.65,Metal
10-Mar-17,16291.2,Mid Cap
10-Mar-17,4131.8,Mid Cap 50
10-Mar-17,8934.55,Nifty
10-Mar-17,9193.6,Nifty 100
10-Mar-17,4794.9,Nifty 200
10-Mar-17,7710.9,Nifty 500
10-Mar-17,11194.01,Nifty EQW
10-Mar-17,12066.4,Nifty TRI
10-Mar-17,10468.35,Pharma
10-Mar-17,198.25,Realty
10-Mar-17,6597.25,Small Cap
10-Mar-17,13.96,VIX
10-Mar-17,1583.5699,Nifty 10 year G-Sec Index
17-Mar-17,10009.4,Auto
17-Mar-17,21175.05,Bank
17-Mar-17,11487.15,Energy
17-Mar-17,8592.65,Finance
17-Mar-17,23491.25,FMCG
17-Mar-17,25.9895,GoldBees
17-Mar-17,3066.25,Infra
17-Mar-17,10900.75,IT
17-Mar-17,24914.8,Nifty Next 50
17-Mar-17,3082.45,Media
17-Mar-17,3127.5,Metal
17-Mar-17,16901.7,Mid Cap
17-Mar-17,4320.3,Mid Cap 50
17-Mar-17,9160.05,Nifty
17-Mar-17,9442.65,Nifty 100
17-Mar-17,4932.35,Nifty 200
17-Mar-17,7933.1,Nifty 500
17-Mar-17,11466.91,Nifty EQW
17-Mar-17,12383.04,Nifty TRI
17-Mar-17,10674.95,Pharma
17-Mar-17,208,Realty
17-Mar-17,6804.65,Small Cap
17-Mar-17,11.85,VIX
17-Mar-17,1587.86,Nifty 10 year G-Sec Index
24-Mar-17,9878.35,Auto
24-Mar-17,21122.55,Bank
24-Mar-17,11485.4,Energy
24-Mar-17,8591.4,Finance
24-Mar-17,23455.1,FMCG
24-Mar-17,26.336,GoldBees
24-Mar-17,3045.15,Infra
24-Mar-17,10768.95,IT
24-Mar-17,24805.5,Nifty Next 50
24-Mar-17,3089.3,Media
24-Mar-17,3123,Metal
24-Mar-17,16936.1,Mid Cap
24-Mar-17,4328.65,Mid Cap 50
24-Mar-17,9108,Nifty
24-Mar-17,9391.1,Nifty 100
24-Mar-17,4911.3,Nifty 200
24-Mar-17,7905.3,Nifty 500
24-Mar-17,11382.58,Nifty EQW
24-Mar-17,12314.98,Nifty TRI
24-Mar-17,10556.35,Pharma
24-Mar-17,213.2,Realty
24-Mar-17,6861.9,Small Cap
24-Mar-17,11.98,VIX
24-Mar-17,1594.12,Nifty 10 year G-Sec Index
31-Mar-17,9880.2,Auto
31-Mar-17,21444.15,Bank
31-Mar-17,11648.7,Energy
31-Mar-17,8734.3,Finance
31-Mar-17,23542.3,FMCG
31-Mar-17,26.1285,GoldBees
31-Mar-17,3096.65,Infra
31-Mar-17,10703.25,IT
31-Mar-17,25119.45,Nifty Next 50
31-Mar-17,3174.25,Media
31-Mar-17,3096.55,Metal
31-Mar-17,17197.15,Mid Cap
31-Mar-17,4383.65,Mid Cap 50
31-Mar-17,9173.75,Nifty
31-Mar-17,9467.1,Nifty 100
31-Mar-17,4955.8,Nifty 200
31-Mar-17,7995.05,Nifty 500
31-Mar-17,11449.72,Nifty EQW
31-Mar-17,12406.69,Nifty TRI
31-Mar-17,10411.15,Pharma
31-Mar-17,214.95,Realty
31-Mar-17,6984.85,Small Cap
31-Mar-17,12.42,VIX
31-Mar-17,1603.77,Nifty 10 year G-Sec Index
07-Apr-17,9993.75,Auto
07-Apr-17,21431.15,Bank
07-Apr-17,12055.05,Energy
07-Apr-17,8741.75,Finance
07-Apr-17,23235.55,FMCG
07-Apr-17,26.514,GoldBees
07-Apr-17,3190.7,Infra
07-Apr-17,10485.75,IT
07-Apr-17,25552.95,Nifty Next 50
07-Apr-17,3204.9,Media
07-Apr-17,3111.1,Metal
07-Apr-17,17398.15,Mid Cap
07-Apr-17,4405.6,Mid Cap 50
07-Apr-17,9198.3,Nifty
07-Apr-17,9514.45,Nifty 100
07-Apr-17,4982.7,Nifty 200
07-Apr-17,8045.35,Nifty 500
07-Apr-17,11485.23,Nifty EQW
07-Apr-17,12439.9,Nifty TRI
07-Apr-17,10285.8,Pharma
07-Apr-17,224.6,Realty
07-Apr-17,7057.1,Small Cap
07-Apr-17,11.69,VIX
07-Apr-17,1597.72,Nifty 10 year G-Sec Index
13-Apr-17,9907.4,Auto
13-Apr-17,21686.6,Bank
13-Apr-17,12018.4,Energy
13-Apr-17,8821.7,Finance
13-Apr-17,23507.9,FMCG
13-Apr-17,26.779,GoldBees
13-Apr-17,3160.05,Infra
13-Apr-17,10064.2,IT
13-Apr-17,25872.45,Nifty Next 50
13-Apr-17,3157.9,Media
13-Apr-17,2985.55,Metal
13-Apr-17,17550.3,Mid Cap
13-Apr-17,4410.55,Mid Cap 50
13-Apr-17,9150.8,Nifty
13-Apr-17,9492.45,Nifty 100
13-Apr-17,4974.15,Nifty 200
13-Apr-17,8044.9,Nifty 500
13-Apr-17,11445.04,Nifty EQW
13-Apr-17,12375.68,Nifty TRI
13-Apr-17,10531.95,Pharma
13-Apr-17,228,Realty
13-Apr-17,7122.7,Small Cap
13-Apr-17,11.58,VIX
13-Apr-17,1597.8199,Nifty 10 year G-Sec Index
21-Apr-17,9858.8,Auto
21-Apr-17,21551.45,Bank
21-Apr-17,12193.8,Energy
21-Apr-17,8816.75,Finance
21-Apr-17,23229.8,FMCG
21-Apr-17,26.7685,GoldBees
21-Apr-17,3196.95,Infra
21-Apr-17,10008.1,IT
21-Apr-17,25845.65,Nifty Next 50
21-Apr-17,3266.4,Media
21-Apr-17,2905.25,Metal
21-Apr-17,17800.35,Mid Cap
21-Apr-17,4505.45,Mid Cap 50
21-Apr-17,9119.4,Nifty
21-Apr-17,9463.6,Nifty 100
21-Apr-17,4971.1,Nifty 200
21-Apr-17,8057.7,Nifty 500
21-Apr-17,11373.69,Nifty EQW
21-Apr-17,12333.17,Nifty TRI
21-Apr-17,10208.5,Pharma
21-Apr-17,252.5,Realty
21-Apr-17,7344,Small Cap
21-Apr-17,11.42,VIX
21-Apr-17,1588.85,Nifty 10 year G-Sec Index
28-Apr-17,10255.15,Auto
28-Apr-17,22358.25,Bank
28-Apr-17,12263.55,Energy
28-Apr-17,9066.05,Finance
28-Apr-17,23675.4,FMCG
28-Apr-17,26.4055,GoldBees
28-Apr-17,3255.2,Infra
28-Apr-17,9943.7,IT
28-Apr-17,26323.6,Nifty Next 50
28-Apr-17,3252.2,Media
28-Apr-17,2974.4,Metal
28-Apr-17,18086.45,Mid Cap
28-Apr-17,4658.35,Mid Cap 50
28-Apr-17,9304.05,Nifty
28-Apr-17,9652.45,Nifty 100
28-Apr-17,5072.6,Nifty 200
28-Apr-17,8214.3,Nifty 500
28-Apr-17,11611.5,Nifty EQW
28-Apr-17,12582.88,Nifty TRI
28-Apr-17,10120.9,Pharma
28-Apr-17,251.05,Realty
28-Apr-17,7443.45,Small Cap
28-Apr-17,10.86,VIX
28-Apr-17,1589.8101,Nifty 10 year G-Sec Index
05-May-17,10107.95,Auto
05-May-17,22604.95,Bank
05-May-17,11925.4,Energy
05-May-17,9164.5,Finance
05-May-17,23630.45,FMCG
05-May-17,25.924,GoldBees
05-May-17,3217.35,Infra
05-May-17,10086.3,IT
05-May-17,26142.25,Nifty Next 50
05-May-17,3119,Media
05-May-17,2856.7,Metal
05-May-17,18048.6,Mid Cap
05-May-17,4646,Mid Cap 50
05-May-17,9285.3,Nifty
05-May-17,9625.35,Nifty 100
05-May-17,5058.8,Nifty 200
05-May-17,8193.25,Nifty 500
05-May-17,11597.26,Nifty EQW
05-May-17,12558.6,Nifty TRI
05-May-17,9935.15,Pharma
05-May-17,254.95,Realty
05-May-17,7457.8,Small Cap
05-May-17,11.99,VIX
05-May-17,1594.45,Nifty 10 year G-Sec Index
12-May-17,10429.2,Auto
12-May-17,22671.7,Bank
12-May-17,12017.65,Energy
12-May-17,9232.7,Finance
12-May-17,23966.95,FMCG
12-May-17,25.5555,GoldBees
12-May-17,3272.85,Infra
12-May-17,10367.3,IT
12-May-17,26725.2,Nifty Next 50
12-May-17,3210.1,Media
12-May-17,2912.05,Metal
12-May-17,18240.4,Mid Cap
12-May-17,4660.8,Mid Cap 50
12-May-17,9400.9,Nifty
12-May-17,9760.65,Nifty 100
12-May-17,5124.45,Nifty 200
12-May-17,8299.2,Nifty 500
12-May-17,11760.89,Nifty EQW
12-May-17,12714.97,Nifty TRI
12-May-17,10121.4,Pharma
12-May-17,269.5,Realty
12-May-17,7561.35,Small Cap
12-May-17,10.63,VIX
12-May-17,1595.88,Nifty 10 year G-Sec Index
19-May-17,10409.8,Auto
19-May-17,22769.8,Bank
19-May-17,11794.7,Energy
19-May-17,9246.6,Finance
19-May-17,24352.9,FMCG
19-May-17,26.2275,GoldBees
19-May-17,3248.2,Infra
19-May-17,10456.35,IT
19-May-17,26099.3,Nifty Next 50
19-May-17,3136.5,Media
19-May-17,2943.2,Metal
19-May-17,17921.35,Mid Cap
19-May-17,4563.45,Mid Cap 50
19-May-17,9427.9,Nifty
19-May-17,9746.55,Nifty 100
19-May-17,5104.85,Nifty 200
19-May-17,8258.2,Nifty 500
19-May-17,11745.83,Nifty EQW
19-May-17,12751.43,Nifty TRI
19-May-17,10156.1,Pharma
19-May-17,264.5,Realty
19-May-17,7399.95,Small Cap
19-May-17,11.3,VIX
19-May-17,1605.95,Nifty 10 year G-Sec Index
26-May-17,10711.55,Auto
26-May-17,23362.2,Bank
26-May-17,11858.35,Energy
26-May-17,9419.75,Finance
26-May-17,25507.55,FMCG
26-May-17,26.3085,GoldBees
26-May-17,3250.2,Infra
26-May-17,10735.4,IT
26-May-17,25983.3,Nifty Next 50
26-May-17,3088.75,Media
26-May-17,2997.75,Metal
26-May-17,17586.45,Mid Cap
26-May-17,4491.1,Mid Cap 50
26-May-17,9595.1,Nifty
26-May-17,9884.25,Nifty 100
26-May-17,5161.15,Nifty 200
26-May-17,8331.85,Nifty 500
26-May-17,11734.93,Nifty EQW
26-May-17,12981.79,Nifty TRI
26-May-17,9060.45,Pharma
26-May-17,256.15,Realty
26-May-17,7261.3,Small Cap
26-May-17,10.86,VIX
26-May-17,1617.4301,Nifty 10 year G-Sec Index
02-Jun-17,10942.2,Auto
02-Jun-17,23375.9,Bank
02-Jun-17,11757.55,Energy
02-Jun-17,9514,Finance
02-Jun-17,26401.7,FMCG
02-Jun-17,26.1795,GoldBees
02-Jun-17,3253.95,Infra
02-Jun-17,10608.95,IT
02-Jun-17,26254.9,Nifty Next 50
02-Jun-17,3109,Media
02-Jun-17,2923.35,Metal
02-Jun-17,17769.65,Mid Cap
02-Jun-17,4568.2,Mid Cap 50
02-Jun-17,9653.5,Nifty
02-Jun-17,9951,Nifty 100
02-Jun-17,5203.75,Nifty 200
02-Jun-17,8406.55,Nifty 500
02-Jun-17,11839.64,Nifty EQW
02-Jun-17,13072.98,Nifty TRI
02-Jun-17,9254.7,Pharma
02-Jun-17,254,Realty
02-Jun-17,7316.95,Small Cap
02-Jun-17,10.81,VIX
02-Jun-17,1624.36,Nifty 10 year G-Sec Index
09-Jun-17,11047.45,Auto
09-Jun-17,23690.9,Bank
09-Jun-17,11688.35,Energy
09-Jun-17,9664.25,Finance
09-Jun-17,25941.45,FMCG
09-Jun-17,26.3565,GoldBees
09-Jun-17,3236.5,Infra
09-Jun-17,10442.65,IT
09-Jun-17,26606.4,Nifty Next 50
09-Jun-17,3095.55,Media
09-Jun-17,2997.7,Metal
09-Jun-17,17993.9,Mid Cap
09-Jun-17,4614,Mid Cap 50
09-Jun-17,9668.25,Nifty
09-Jun-17,9984.45,Nifty 100
09-Jun-17,5226.95,Nifty 200
09-Jun-17,8452.75,Nifty 500
09-Jun-17,11840.46,Nifty EQW
09-Jun-17,13108.12,Nifty TRI
09-Jun-17,9507.35,Pharma
09-Jun-17,259.65,Realty
09-Jun-17,7373.6,Small Cap
09-Jun-17,10.86,VIX
09-Jun-17,1639.0601,Nifty 10 year G-Sec Index
16-Jun-17,10869.2,Auto
16-Jun-17,23502.75,Bank
16-Jun-17,11823.25,Energy
16-Jun-17,9626.5,Finance
16-Jun-17,25914.3,FMCG
16-Jun-17,26.1065,GoldBees
16-Jun-17,3208.05,Infra
16-Jun-17,10189.5,IT
